transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,discount,revenue,payment_method,channel
TXN_0043237,CUST_01712,PROD_0077,2023-09-10,1,1000.28,0.0,1000.28,Credit Card,In-Store
TXN_0017937,CUST_04881,PROD_0124,2023-09-10,2,776.0,0.0,1552.0,Credit Card,Web
TXN_0005480,CUST_03489,PROD_0146,2023-09-10,3,104.68,0.2,251.23,Credit Card,Mobile App
TXN_0010369,CUST_02191,PROD_0174,2023-09-10,3,154.75,0.05,441.04,Credit Card,Mobile App
TXN_0006217,CUST_00880,PROD_0016,2023-09-10,2,30.8,0.1,55.44,Credit Card,Web
TXN_0017808,CUST_01189,PROD_0200,2023-09-10,2,582.15,0.0,1164.3,Credit Card,In-Store
TXN_0018427,CUST_02220,PROD_0115,2023-09-10,4,215.82,0.0,863.28,Credit Card,Web
TXN_0048506,CUST_04436,PROD_0155,2023-09-10,3,9.86,0.0,29.58,Credit Card,Mobile App
TXN_0004373,CUST_01436,PROD_0151,2023-09-10,4,72.89,0.0,291.56,Bank Transfer,Mobile App
TXN_0001429,CUST_01795,PROD_0181,2023-09-10,3,485.65,0.0,1456.95,PayPal,Web
TXN_0016751,CUST_00644,PROD_0056,2023-09-10,1,369.47,0.1,332.52,Debit Card,In-Store
TXN_0041429,CUST_04822,PROD_0129,2023-09-10,1,51.9,0.0,51.9,Debit Card,Web
TXN_0020725,CUST_03025,PROD_0037,2023-09-10,2,54.87,0.2,87.79,Credit Card,Mobile App
TXN_0020138,CUST_02555,PROD_0172,2023-09-10,2,469.26,0.0,938.52,Credit Card,Mobile App
TXN_0044065,CUST_02589,PROD_0165,2023-09-10,1,87.24,0.1,78.52,Credit Card,Mobile App
TXN_0045375,CUST_04865,PROD_0183,2023-09-10,1,406.18,0.05,385.87,Credit Card,Web
TXN_0021920,CUST_02168,PROD_0181,2023-09-10,3,485.65,0.0,1456.95,PayPal,Web
TXN_0015213,CUST_00086,PROD_0116,2023-09-10,3,156.7,0.0,470.1,Debit Card,Web
TXN_0002360,CUST_03612,PROD_0053,2023-09-10,1,181.19,0.0,181.19,Debit Card,Mobile App
TXN_0006768,CUST_04142,PROD_0045,2023-09-10,3,541.19,0.0,1623.57,Credit Card,Web
TXN_0003793,CUST_03172,PROD_0162,2023-09-10,1,28.26,0.2,22.61,Debit Card,Web
TXN_0036437,CUST_04061,PROD_0083,2023-09-10,1,119.55,0.05,113.57,Credit Card,In-Store
TXN_0039254,CUST_03571,PROD_0154,2023-09-10,1,16.78,0.0,16.78,Debit Card,Web
TXN_0048703,CUST_02898,PROD_0013,2023-09-10,3,151.87,0.0,455.61,Debit Card,Web
TXN_0010549,CUST_00435,PROD_0071,2023-09-10,1,134.22,0.0,134.22,Credit Card,Mobile App
TXN_0039457,CUST_03703,PROD_0023,2023-09-10,1,16.39,0.0,16.39,Credit Card,Mobile App
TXN_0021532,CUST_02304,PROD_0076,2023-09-10,1,127.66,0.05,121.28,Credit Card,In-Store
TXN_0015493,CUST_03254,PROD_0107,2023-09-10,1,27.59,0.15,23.45,PayPal,Web
TXN_0002147,CUST_04713,PROD_0041,2023-09-10,1,1421.76,0.0,1421.76,Credit Card,Mobile App
TXN_0031896,CUST_04221,PROD_0192,2023-09-10,1,115.22,0.1,103.7,Debit Card,Mobile App
TXN_0010943,CUST_04156,PROD_0127,2023-09-10,1,36.62,0.0,36.62,Debit Card,Web
TXN_0018719,CUST_03489,PROD_0036,2023-09-10,3,353.42,0.1,954.23,Debit Card,Web
TXN_0027771,CUST_00594,PROD_0112,2023-09-10,1,94.96,0.0,94.96,Credit Card,Web
TXN_0007808,CUST_02297,PROD_0119,2023-09-10,1,20.21,0.0,20.21,Credit Card,Mobile App
TXN_0025475,CUST_01609,PROD_0013,2023-09-10,2,151.87,0.05,288.55,Credit Card,In-Store
TXN_0009976,CUST_04611,PROD_0142,2023-09-10,1,27.89,0.0,27.89,Credit Card,Web
TXN_0032733,CUST_04119,PROD_0052,2023-09-10,3,263.92,0.0,791.76,Credit Card,Mobile App
TXN_0032179,CUST_02961,PROD_0071,2023-09-10,1,134.22,0.0,134.22,Debit Card,Web
TXN_0032261,CUST_02620,PROD_0113,2023-09-10,4,110.68,0.05,420.58,Credit Card,Web
TXN_0045708,CUST_00639,PROD_0200,2023-09-10,4,582.15,0.0,2328.6,Credit Card,Web
TXN_0002652,CUST_02367,PROD_0109,2023-09-10,1,132.59,0.15,112.7,Credit Card,Web
TXN_0033549,CUST_04196,PROD_0090,2023-09-10,1,312.35,0.0,312.35,PayPal,Web
TXN_0027712,CUST_02575,PROD_0018,2023-09-10,1,222.83,0.0,222.83,PayPal,In-Store
TXN_0033120,CUST_02421,PROD_0061,2023-09-10,2,353.79,0.1,636.82,Credit Card,Web
TXN_0043155,CUST_03571,PROD_0002,2023-09-10,2,522.48,0.0,1044.96,Credit Card,Web
TXN_0016202,CUST_00901,PROD_0186,2023-09-10,2,142.9,0.0,285.8,PayPal,Web
TXN_0000409,CUST_02304,PROD_0065,2023-09-10,1,38.63,0.05,36.7,Credit Card,Web
TXN_0045797,CUST_04464,PROD_0099,2023-09-11,1,406.16,0.0,406.16,Credit Card,Mobile App
TXN_0037345,CUST_03531,PROD_0081,2023-09-11,1,607.63,0.0,607.63,Credit Card,Web
TXN_0025030,CUST_01846,PROD_0076,2023-09-11,3,127.66,0.0,382.98,Credit Card,Mobile App
TXN_0034698,CUST_04095,PROD_0103,2023-09-11,3,41.17,0.2,98.81,Debit Card,Mobile App
TXN_0000517,CUST_02881,PROD_0003,2023-09-11,1,49.61,0.1,44.65,Debit Card,Mobile App
TXN_0010643,CUST_00144,PROD_0024,2023-09-11,3,34.45,0.0,103.35,PayPal,Web
TXN_0007227,CUST_01977,PROD_0089,2023-09-11,2,239.02,0.0,478.04,Credit Card,In-Store
TXN_0025804,CUST_03959,PROD_0063,2023-09-11,1,914.85,0.05,869.11,Debit Card,Web
TXN_0004410,CUST_02878,PROD_0115,2023-09-11,1,215.82,0.0,215.82,Debit Card,Web
TXN_0013205,CUST_01095,PROD_0071,2023-09-11,2,134.22,0.0,268.44,PayPal,Mobile App
TXN_0039017,CUST_00045,PROD_0122,2023-09-11,1,9.65,0.1,8.68,Credit Card,Web
TXN_0005796,CUST_04131,PROD_0087,2023-09-11,1,111.37,0.2,89.1,Debit Card,Mobile App
TXN_0000591,CUST_01765,PROD_0149,2023-09-11,1,102.88,0.0,102.88,Credit Card,Mobile App
TXN_0011956,CUST_03246,PROD_0015,2023-09-11,3,109.93,0.0,329.79,Credit Card,In-Store
TXN_0011965,CUST_04379,PROD_0029,2023-09-11,2,70.58,0.0,141.16,Credit Card,Mobile App
TXN_0044478,CUST_03184,PROD_0039,2023-09-11,1,196.35,0.0,196.35,PayPal,Mobile App
TXN_0010869,CUST_02633,PROD_0068,2023-09-11,2,107.92,0.2,172.67,Credit Card,Web
TXN_0042477,CUST_04747,PROD_0018,2023-09-11,1,222.83,0.0,222.83,Debit Card,Mobile App
TXN_0036660,CUST_01952,PROD_0150,2023-09-11,1,265.2,0.0,265.2,Credit Card,Mobile App
TXN_0038066,CUST_00868,PROD_0093,2023-09-11,2,137.13,0.15,233.12,PayPal,Web
TXN_0033056,CUST_00831,PROD_0172,2023-09-11,1,469.26,0.0,469.26,Credit Card,Mobile App
TXN_0001716,CUST_02376,PROD_0077,2023-09-11,1,1000.28,0.0,1000.28,Credit Card,Mobile App
TXN_0026545,CUST_04768,PROD_0153,2023-09-11,2,155.18,0.0,310.36,PayPal,Mobile App
TXN_0015717,CUST_01284,PROD_0086,2023-09-11,1,74.15,0.0,74.15,Credit Card,In-Store
TXN_0003747,CUST_01320,PROD_0003,2023-09-11,1,49.61,0.0,49.61,PayPal,Web
TXN_0024186,CUST_04097,PROD_0103,2023-09-11,3,41.17,0.0,123.51,Credit Card,In-Store
TXN_0011034,CUST_00745,PROD_0140,2023-09-11,2,124.52,0.1,224.14,Credit Card,Mobile App
TXN_0028389,CUST_02567,PROD_0200,2023-09-11,1,582.15,0.2,465.72,Debit Card,Mobile App
TXN_0008649,CUST_04821,PROD_0123,2023-09-11,1,287.0,0.0,287.0,Credit Card,Mobile App
TXN_0022262,CUST_03813,PROD_0155,2023-09-11,1,9.86,0.0,9.86,Debit Card,Web
TXN_0025888,CUST_02131,PROD_0119,2023-09-11,1,20.21,0.05,19.2,Credit Card,Web
TXN_0027726,CUST_01847,PROD_0155,2023-09-11,2,9.86,0.0,19.72,Debit Card,Web
TXN_0017665,CUST_01602,PROD_0155,2023-09-11,1,9.86,0.0,9.86,Credit Card,Web
TXN_0030429,CUST_02604,PROD_0098,2023-09-11,1,437.63,0.1,393.87,Credit Card,Web
TXN_0038181,CUST_01735,PROD_0160,2023-09-11,1,83.47,0.0,83.47,PayPal,Mobile App
TXN_0005223,CUST_01527,PROD_0019,2023-09-11,1,445.11,0.0,445.11,Credit Card,Mobile App
TXN_0041174,CUST_00691,PROD_0107,2023-09-11,1,27.59,0.0,27.59,PayPal,Mobile App
TXN_0022971,CUST_03387,PROD_0178,2023-09-11,3,429.63,0.0,1288.89,PayPal,Mobile App
TXN_0035912,CUST_04751,PROD_0085,2023-09-11,1,187.44,0.0,187.44,Credit Card,Mobile App
TXN_0026432,CUST_04397,PROD_0054,2023-09-11,1,38.05,0.05,36.15,Bank Transfer,Web
TXN_0016161,CUST_03945,PROD_0097,2023-09-11,2,662.74,0.0,1325.48,Credit Card,Mobile App
TXN_0009308,CUST_03791,PROD_0136,2023-09-12,2,109.93,0.1,197.87,Credit Card,Web
TXN_0036663,CUST_02713,PROD_0053,2023-09-12,4,181.19,0.0,724.76,Credit Card,Web
TXN_0028853,CUST_02853,PROD_0126,2023-09-12,1,88.58,0.2,70.86,Credit Card,Web
TXN_0015911,CUST_00431,PROD_0043,2023-09-12,2,29.86,0.0,59.72,Credit Card,Web
TXN_0049675,CUST_01721,PROD_0080,2023-09-12,3,364.47,0.2,874.73,PayPal,Web
TXN_0040573,CUST_04582,PROD_0050,2023-09-12,2,1498.75,0.0,2997.5,Debit Card,Web
TXN_0033598,CUST_03655,PROD_0033,2023-09-12,1,20.26,0.0,20.26,Credit Card,Web
TXN_0014226,CUST_00580,PROD_0144,2023-09-12,2,15.1,0.0,30.2,Credit Card,Mobile App
TXN_0026641,CUST_00047,PROD_0094,2023-09-12,1,23.62,0.05,22.44,Credit Card,In-Store
TXN_0022030,CUST_04456,PROD_0084,2023-09-12,4,56.98,0.0,227.92,Credit Card,Mobile App
TXN_0034571,CUST_04745,PROD_0010,2023-09-12,2,47.77,0.0,95.54,Credit Card,Web
TXN_0012077,CUST_02310,PROD_0112,2023-09-12,1,94.96,0.0,94.96,Credit Card,Web
TXN_0041226,CUST_01985,PROD_0187,2023-09-12,2,8.58,0.0,17.16,PayPal,Web
TXN_0019452,CUST_03541,PROD_0051,2023-09-12,4,90.02,0.1,324.07,Credit Card,In-Store
TXN_0037762,CUST_03315,PROD_0042,2023-09-12,2,51.04,0.0,102.08,Credit Card,Web
TXN_0027648,CUST_01466,PROD_0032,2023-09-12,1,33.15,0.2,26.52,Credit Card,Web
TXN_0026193,CUST_03217,PROD_0158,2023-09-12,2,137.02,0.15,232.93,Credit Card,Mobile App
TXN_0046806,CUST_03184,PROD_0191,2023-09-12,3,32.04,0.0,96.12,Debit Card,Mobile App
TXN_0006686,CUST_02031,PROD_0029,2023-09-12,1,70.58,0.0,70.58,Credit Card,Web
TXN_0049444,CUST_01297,PROD_0024,2023-09-12,4,34.45,0.0,137.8,Credit Card,Web
TXN_0032966,CUST_01814,PROD_0035,2023-09-12,1,80.63,0.1,72.57,Debit Card,Mobile App
TXN_0040830,CUST_00656,PROD_0108,2023-09-12,1,33.47,0.0,33.47,Bank Transfer,Mobile App
TXN_0029633,CUST_00506,PROD_0051,2023-09-12,1,90.02,0.0,90.02,PayPal,Web
TXN_0004956,CUST_00405,PROD_0178,2023-09-12,1,429.63,0.15,365.19,Credit Card,Web
TXN_0019608,CUST_04131,PROD_0030,2023-09-12,3,195.11,0.15,497.53,Debit Card,Mobile App
TXN_0019012,CUST_03024,PROD_0111,2023-09-12,2,60.39,0.05,114.74,Credit Card,Web
TXN_0028993,CUST_04576,PROD_0081,2023-09-12,1,607.63,0.0,607.63,Credit Card,Mobile App
TXN_0004955,CUST_01658,PROD_0100,2023-09-12,2,65.11,0.0,130.22,Debit Card,Web
TXN_0010264,CUST_04840,PROD_0062,2023-09-12,1,197.25,0.0,197.25,PayPal,Web
TXN_0031238,CUST_01188,PROD_0024,2023-09-12,1,34.45,0.15,29.28,Credit Card,Mobile App
TXN_0024723,CUST_03753,PROD_0010,2023-09-12,2,47.77,0.0,95.54,Credit Card,Mobile App
TXN_0045061,CUST_04775,PROD_0091,2023-09-12,1,24.3,0.05,23.08,Debit Card,In-Store
TXN_0020733,CUST_03654,PROD_0068,2023-09-12,1,107.92,0.1,97.13,Credit Card,Mobile App
TXN_0034951,CUST_01162,PROD_0146,2023-09-12,1,104.68,0.0,104.68,Credit Card,Web
TXN_0011770,CUST_03222,PROD_0070,2023-09-12,1,115.16,0.0,115.16,Credit Card,Web
TXN_0005557,CUST_01165,PROD_0130,2023-09-12,2,287.87,0.0,575.74,Debit Card,Mobile App
TXN_0020001,CUST_04169,PROD_0015,2023-09-12,2,109.93,0.15,186.88,Credit Card,Mobile App
TXN_0007153,CUST_02419,PROD_0028,2023-09-12,1,128.99,0.2,103.19,Debit Card,Mobile App
TXN_0016122,CUST_02367,PROD_0146,2023-09-12,1,104.68,0.0,104.68,Credit Card,Mobile App
TXN_0040831,CUST_02481,PROD_0196,2023-09-12,1,59.42,0.0,59.42,Bank Transfer,Mobile App
TXN_0027272,CUST_00965,PROD_0050,2023-09-12,2,1498.75,0.15,2547.88,PayPal,Mobile App
TXN_0028424,CUST_00418,PROD_0065,2023-09-12,1,38.63,0.1,34.77,Credit Card,Web
TXN_0019938,CUST_01193,PROD_0078,2023-09-12,1,23.44,0.0,23.44,PayPal,Mobile App
TXN_0013721,CUST_01795,PROD_0116,2023-09-12,1,156.7,0.05,148.86,PayPal,Web
TXN_0008564,CUST_02607,PROD_0103,2023-09-12,3,41.17,0.1,111.16,PayPal,Web
TXN_0041868,CUST_04952,PROD_0200,2023-09-12,1,582.15,0.0,582.15,PayPal,Mobile App
TXN_0012311,CUST_03066,PROD_0106,2023-09-12,3,71.17,0.0,213.51,Debit Card,Mobile App
TXN_0030225,CUST_02012,PROD_0147,2023-09-12,4,39.14,0.05,148.73,PayPal,Web
TXN_0019654,CUST_02529,PROD_0139,2023-09-12,2,435.67,0.0,871.34,Debit Card,Mobile App
TXN_0025375,CUST_00784,PROD_0150,2023-09-12,1,265.2,0.0,265.2,Debit Card,Mobile App
TXN_0022554,CUST_01717,PROD_0028,2023-09-12,1,128.99,0.0,128.99,PayPal,Web
TXN_0044651,CUST_04196,PROD_0192,2023-09-12,1,115.22,0.0,115.22,Credit Card,Web
TXN_0028083,CUST_02209,PROD_0191,2023-09-12,2,32.04,0.0,64.08,Bank Transfer,Web
TXN_0022544,CUST_04078,PROD_0090,2023-09-12,2,312.35,0.0,624.7,Debit Card,Web
TXN_0011430,CUST_00856,PROD_0181,2023-09-13,3,485.65,0.0,1456.95,Credit Card,Mobile App
TXN_0016496,CUST_01165,PROD_0153,2023-09-13,3,155.18,0.0,465.54,Credit Card,Web
TXN_0046534,CUST_03394,PROD_0072,2023-09-13,3,911.05,0.0,2733.15,Debit Card,Web
TXN_0008879,CUST_01337,PROD_0150,2023-09-13,1,265.2,0.0,265.2,Debit Card,Mobile App
TXN_0045305,CUST_02182,PROD_0129,2023-09-13,2,51.9,0.0,103.8,Credit Card,Web
TXN_0010085,CUST_03176,PROD_0097,2023-09-13,3,662.74,0.0,1988.22,Credit Card,Web
TXN_0031711,CUST_04932,PROD_0018,2023-09-13,1,222.83,0.2,178.26,Credit Card,Web
TXN_0048450,CUST_04473,PROD_0039,2023-09-13,2,196.35,0.0,392.7,Credit Card,Web
TXN_0033925,CUST_02727,PROD_0187,2023-09-13,2,8.58,0.0,17.16,PayPal,Web
TXN_0029591,CUST_00823,PROD_0123,2023-09-13,1,287.0,0.0,287.0,PayPal,Mobile App
TXN_0027742,CUST_04097,PROD_0009,2023-09-13,1,66.89,0.0,66.89,Debit Card,Web
TXN_0012795,CUST_02119,PROD_0071,2023-09-13,1,134.22,0.2,107.38,Credit Card,Web
TXN_0032426,CUST_02293,PROD_0090,2023-09-13,3,312.35,0.0,937.05,Credit Card,Web
TXN_0042758,CUST_03766,PROD_0127,2023-09-13,4,36.62,0.15,124.51,Credit Card,In-Store
TXN_0014765,CUST_00310,PROD_0105,2023-09-13,1,143.3,0.05,136.14,Bank Transfer,Web
TXN_0006175,CUST_02522,PROD_0010,2023-09-13,2,47.77,0.0,95.54,Credit Card,Web
TXN_0033641,CUST_02566,PROD_0187,2023-09-13,1,8.58,0.0,8.58,Credit Card,In-Store
TXN_0044850,CUST_02878,PROD_0164,2023-09-13,1,198.02,0.05,188.12,Credit Card,Web
TXN_0014144,CUST_03757,PROD_0008,2023-09-13,2,170.56,0.15,289.95,Credit Card,Web
TXN_0032699,CUST_02681,PROD_0048,2023-09-13,2,76.42,0.0,152.84,Credit Card,Web
TXN_0002112,CUST_01706,PROD_0182,2023-09-13,2,238.33,0.0,476.66,Debit Card,In-Store
TXN_0028901,CUST_04371,PROD_0060,2023-09-13,4,87.02,0.0,348.08,PayPal,Web
TXN_0031657,CUST_00557,PROD_0076,2023-09-13,1,127.66,0.0,127.66,Bank Transfer,Mobile App
TXN_0018297,CUST_04131,PROD_0175,2023-09-13,1,762.14,0.0,762.14,Credit Card,Mobile App
TXN_0044797,CUST_00638,PROD_0180,2023-09-13,1,358.21,0.0,358.21,PayPal,Mobile App
TXN_0040228,CUST_04782,PROD_0184,2023-09-13,2,327.05,0.1,588.69,Credit Card,Web
TXN_0006066,CUST_04743,PROD_0003,2023-09-13,1,49.61,0.0,49.61,Credit Card,Web
TXN_0000931,CUST_01694,PROD_0073,2023-09-13,3,138.85,0.15,354.07,PayPal,Web
TXN_0048643,CUST_00642,PROD_0016,2023-09-13,2,30.8,0.0,61.6,Credit Card,Mobile App
TXN_0031161,CUST_02848,PROD_0038,2023-09-13,1,146.17,0.1,131.55,PayPal,Mobile App
TXN_0017298,CUST_00083,PROD_0178,2023-09-13,1,429.63,0.15,365.19,Credit Card,Web
TXN_0002433,CUST_04138,PROD_0180,2023-09-13,1,358.21,0.15,304.48,Credit Card,Web
TXN_0014679,CUST_03378,PROD_0111,2023-09-13,3,60.39,0.0,181.17,Credit Card,Mobile App
TXN_0037179,CUST_00538,PROD_0196,2023-09-13,2,59.42,0.0,118.84,Credit Card,Web
TXN_0027325,CUST_01906,PROD_0145,2023-09-13,1,39.14,0.0,39.14,Debit Card,Web
TXN_0022979,CUST_04821,PROD_0014,2023-09-13,2,16.96,0.0,33.92,Bank Transfer,Mobile App
TXN_0004849,CUST_02002,PROD_0009,2023-09-13,1,66.89,0.15,56.86,Credit Card,Web
TXN_0011655,CUST_02343,PROD_0092,2023-09-13,2,67.78,0.0,135.56,Credit Card,Web
TXN_0033241,CUST_02095,PROD_0183,2023-09-13,1,406.18,0.05,385.87,Debit Card,Mobile App
TXN_0037094,CUST_01888,PROD_0131,2023-09-13,1,63.81,0.05,60.62,Credit Card,Mobile App
TXN_0020295,CUST_03013,PROD_0174,2023-09-13,1,154.75,0.0,154.75,Credit Card,Mobile App
TXN_0049598,CUST_03036,PROD_0005,2023-09-13,2,126.83,0.0,253.66,Debit Card,Mobile App
TXN_0036276,CUST_01703,PROD_0061,2023-09-14,3,353.79,0.0,1061.37,Credit Card,Web
TXN_0034632,CUST_04004,PROD_0044,2023-09-14,3,34.26,0.0,102.78,Credit Card,Web
TXN_0030405,CUST_04582,PROD_0156,2023-09-14,1,60.24,0.0,60.24,Credit Card,Web
TXN_0045253,CUST_04506,PROD_0119,2023-09-14,1,20.21,0.0,20.21,PayPal,In-Store
TXN_0017673,CUST_04794,PROD_0040,2023-09-14,1,16.13,0.1,14.52,Credit Card,Web
TXN_0045462,CUST_01614,PROD_0002,2023-09-14,1,522.48,0.15,444.11,Credit Card,In-Store
TXN_0004740,CUST_03012,PROD_0059,2023-09-14,5,145.02,0.0,725.1,Debit Card,Web
TXN_0014833,CUST_01388,PROD_0010,2023-09-14,2,47.77,0.05,90.76,Debit Card,In-Store
TXN_0026526,CUST_02961,PROD_0195,2023-09-14,2,40.72,0.0,81.44,PayPal,Web
TXN_0011461,CUST_03387,PROD_0148,2023-09-14,1,332.02,0.0,332.02,Bank Transfer,Mobile App
TXN_0030422,CUST_01070,PROD_0158,2023-09-14,2,137.02,0.0,274.04,PayPal,Mobile App
TXN_0014518,CUST_03753,PROD_0127,2023-09-14,1,36.62,0.0,36.62,Debit Card,Mobile App
TXN_0047133,CUST_04284,PROD_0038,2023-09-14,1,146.17,0.1,131.55,Credit Card,Mobile App
TXN_0035486,CUST_00784,PROD_0055,2023-09-14,3,46.74,0.05,133.21,Credit Card,Mobile App
TXN_0023082,CUST_02506,PROD_0087,2023-09-14,2,111.37,0.0,222.74,Credit Card,Mobile App
TXN_0002695,CUST_04582,PROD_0047,2023-09-14,1,12.09,0.0,12.09,Debit Card,Web
TXN_0048452,CUST_04995,PROD_0166,2023-09-14,1,691.54,0.0,691.54,PayPal,Web
TXN_0011069,CUST_01827,PROD_0086,2023-09-14,1,74.15,0.0,74.15,Credit Card,Web
TXN_0006508,CUST_02551,PROD_0079,2023-09-14,2,897.82,0.1,1616.08,Debit Card,In-Store
TXN_0024036,CUST_00897,PROD_0145,2023-09-14,1,39.14,0.0,39.14,Credit Card,Web
TXN_0046525,CUST_03271,PROD_0170,2023-09-14,1,73.94,0.1,66.55,PayPal,Web
TXN_0042436,CUST_00376,PROD_0135,2023-09-14,1,8.24,0.0,8.24,Credit Card,Web
TXN_0024141,CUST_03766,PROD_0105,2023-09-14,1,143.3,0.05,136.14,Credit Card,Web
TXN_0044082,CUST_04142,PROD_0097,2023-09-14,1,662.74,0.0,662.74,Credit Card,In-Store
TXN_0001507,CUST_01001,PROD_0195,2023-09-14,1,40.72,0.0,40.72,Credit Card,Mobile App
TXN_0033798,CUST_02780,PROD_0057,2023-09-14,1,141.18,0.0,141.18,Bank Transfer,Mobile App
TXN_0036077,CUST_02995,PROD_0160,2023-09-14,4,83.47,0.0,333.88,Credit Card,Mobile App
TXN_0043643,CUST_01134,PROD_0040,2023-09-14,3,16.13,0.0,48.39,Credit Card,Web
TXN_0039744,CUST_04116,PROD_0024,2023-09-14,2,34.45,0.1,62.01,Credit Card,Web
TXN_0048183,CUST_04116,PROD_0189,2023-09-14,2,392.01,0.0,784.02,Debit Card,In-Store
TXN_0011779,CUST_04071,PROD_0126,2023-09-14,2,88.58,0.0,177.16,Credit Card,Web
TXN_0031814,CUST_00621,PROD_0200,2023-09-14,4,582.15,0.0,2328.6,Credit Card,Mobile App
TXN_0007588,CUST_00776,PROD_0181,2023-09-14,1,485.65,0.0,485.65,Credit Card,Web
TXN_0031020,CUST_04253,PROD_0061,2023-09-14,1,353.79,0.0,353.79,Credit Card,Web
TXN_0015136,CUST_02026,PROD_0196,2023-09-14,3,59.42,0.0,178.26,Credit Card,Web
TXN_0018864,CUST_04152,PROD_0088,2023-09-14,3,167.49,0.05,477.35,Debit Card,Web
TXN_0032098,CUST_02729,PROD_0119,2023-09-14,1,20.21,0.0,20.21,Credit Card,Web
TXN_0021542,CUST_02853,PROD_0048,2023-09-14,2,76.42,0.0,152.84,Credit Card,In-Store
TXN_0018243,CUST_03716,PROD_0011,2023-09-14,1,30.44,0.0,30.44,Credit Card,Mobile App
TXN_0009018,CUST_00664,PROD_0016,2023-09-14,4,30.8,0.05,117.04,Credit Card,Mobile App
TXN_0017131,CUST_00395,PROD_0018,2023-09-14,4,222.83,0.0,891.32,PayPal,Web
TXN_0036250,CUST_02128,PROD_0131,2023-09-14,1,63.81,0.0,63.81,Debit Card,Mobile App
TXN_0011291,CUST_01973,PROD_0008,2023-09-14,2,170.56,0.0,341.12,Credit Card,Web
TXN_0002409,CUST_00851,PROD_0106,2023-09-14,1,71.17,0.15,60.49,PayPal,In-Store
TXN_0029835,CUST_02880,PROD_0190,2023-09-14,1,491.83,0.0,491.83,Debit Card,Web
TXN_0016621,CUST_04067,PROD_0182,2023-09-14,2,238.33,0.0,476.66,Credit Card,Mobile App
TXN_0043513,CUST_03864,PROD_0070,2023-09-14,1,115.16,0.0,115.16,Credit Card,Web
TXN_0017184,CUST_01297,PROD_0051,2023-09-14,1,90.02,0.05,85.52,Credit Card,Web
TXN_0005313,CUST_00240,PROD_0126,2023-09-14,1,88.58,0.0,88.58,Credit Card,Web
TXN_0004850,CUST_04576,PROD_0036,2023-09-14,1,353.42,0.0,353.42,Debit Card,Web
TXN_0008804,CUST_00618,PROD_0108,2023-09-14,1,33.47,0.1,30.12,Credit Card,Web
TXN_0047551,CUST_00945,PROD_0030,2023-09-14,3,195.11,0.0,585.33,Credit Card,Mobile App
TXN_0048230,CUST_01369,PROD_0007,2023-09-14,3,154.98,0.0,464.94,Credit Card,Mobile App
TXN_0024627,CUST_03315,PROD_0082,2023-09-15,1,730.44,0.15,620.87,Bank Transfer,Web
TXN_0008873,CUST_04236,PROD_0060,2023-09-15,3,87.02,0.0,261.06,Debit Card,Web
TXN_0019944,CUST_03470,PROD_0077,2023-09-15,4,1000.28,0.0,4001.12,PayPal,In-Store
TXN_0033198,CUST_02225,PROD_0051,2023-09-15,1,90.02,0.0,90.02,Credit Card,Web
TXN_0034050,CUST_00467,PROD_0133,2023-09-15,1,35.88,0.05,34.09,Bank Transfer,Web
TXN_0038002,CUST_01193,PROD_0172,2023-09-15,1,469.26,0.0,469.26,Debit Card,Mobile App
TXN_0003012,CUST_02481,PROD_0068,2023-09-15,1,107.92,0.0,107.92,PayPal,Web
TXN_0040833,CUST_03517,PROD_0199,2023-09-15,1,31.97,0.05,30.37,Credit Card,Mobile App
TXN_0041928,CUST_03605,PROD_0164,2023-09-15,2,198.02,0.0,396.04,PayPal,In-Store
TXN_0047306,CUST_01669,PROD_0107,2023-09-15,2,27.59,0.1,49.66,Credit Card,Web
TXN_0004574,CUST_04611,PROD_0055,2023-09-15,1,46.74,0.0,46.74,Credit Card,Mobile App
TXN_0030711,CUST_02906,PROD_0084,2023-09-15,1,56.98,0.0,56.98,Debit Card,Mobile App
TXN_0030789,CUST_04342,PROD_0174,2023-09-15,2,154.75,0.0,309.5,Credit Card,Web
TXN_0002500,CUST_04104,PROD_0142,2023-09-15,1,27.89,0.0,27.89,Credit Card,Web
TXN_0005268,CUST_03499,PROD_0150,2023-09-15,1,265.2,0.2,212.16,Debit Card,Mobile App
TXN_0000143,CUST_03121,PROD_0160,2023-09-15,2,83.47,0.0,166.94,Debit Card,Mobile App
TXN_0024633,CUST_03544,PROD_0181,2023-09-15,1,485.65,0.1,437.08,Credit Card,Web
TXN_0039438,CUST_03815,PROD_0028,2023-09-15,1,128.99,0.05,122.54,PayPal,Mobile App
TXN_0012358,CUST_04952,PROD_0078,2023-09-15,2,23.44,0.0,46.88,Bank Transfer,Mobile App
TXN_0015039,CUST_01311,PROD_0004,2023-09-15,1,666.05,0.2,532.84,Debit Card,In-Store
TXN_0002631,CUST_01261,PROD_0043,2023-09-15,1,29.86,0.1,26.87,Credit Card,Mobile App
TXN_0042408,CUST_03255,PROD_0138,2023-09-15,1,178.19,0.0,178.19,Debit Card,Web
TXN_0020933,CUST_03183,PROD_0115,2023-09-15,1,215.82,0.0,215.82,Debit Card,Web
TXN_0041463,CUST_02855,PROD_0056,2023-09-15,4,369.47,0.1,1330.09,PayPal,In-Store
