customer_id,signup_date,country,age,gender,segment
CUST_01254,2023-04-02,USA,44,F,At-Risk
CUST_01255,2024-05-15,UK,34,F,New
CUST_01256,2023-11-11,Germany,32,Other,New
CUST_01257,2023-05-27,Germany,41,F,New
CUST_01258,2023-12-25,France,44,M,Regular
CUST_01259,2023-02-16,Canada,54,F,Regular
CUST_01260,2024-02-29,USA,52,F,New
CUST_01261,2023-07-16,USA,31,F,Regular
CUST_01262,2024-08-05,Canada,36,F,New
CUST_01263,2023-08-15,USA,46,F,At-Risk
CUST_01264,2023-11-29,Japan,50,F,VIP
CUST_01265,2023-01-09,Canada,49,M,At-Risk
CUST_01266,2023-02-22,Germany,37,F,At-Risk
CUST_01267,2023-10-14,Japan,22,M,New
CUST_01268,2023-12-17,USA,26,M,New
CUST_01269,2024-03-14,USA,41,M,Regular
CUST_01270,2023-08-01,France,42,M,New
CUST_01271,2024-05-22,UK,24,F,New
CUST_01272,2024-09-19,Australia,38,F,New
CUST_01273,2024-07-23,USA,45,M,Regular
CUST_01274,2023-01-29,Germany,24,F,Regular
CUST_01275,2023-12-17,Germany,51,M,New
CUST_01276,2023-03-18,France,33,M,New
CUST_01277,2023-06-26,USA,53,F,Regular
CUST_01278,2024-12-21,UK,31,F,New
CUST_01279,2023-04-15,Canada,25,M,At-Risk
CUST_01280,2023-12-31,USA,32,F,New
CUST_01281,2024-03-27,Canada,36,M,Regular
CUST_01282,2024-05-27,Germany,33,Other,Regular
CUST_01283,2024-02-13,Brazil,35,M,New
CUST_01284,2023-01-08,France,42,M,Regular
CUST_01285,2023-08-27,USA,35,F,Regular
CUST_01286,2024-01-13,Germany,37,F,At-Risk
CUST_01287,2023-03-06,Canada,18,M,Regular
CUST_01288,2023-09-13,UK,42,F,New
CUST_01289,2023-01-25,Japan,36,M,New
CUST_01290,2023-02-27,UK,57,F,New
CUST_01291,2023-10-17,USA,26,M,New
CUST_01292,2023-04-07,UK,18,F,Regular
CUST_01293,2024-02-19,Australia,45,F,At-Risk
CUST_01294,2024-05-18,USA,42,M,Regular
CUST_01295,2024-08-07,Canada,25,Other,Regular
CUST_01296,2023-05-27,Canada,19,Other,Regular
CUST_01297,2023-05-03,UK,56,F,VIP
CUST_01298,2023-03-18,USA,54,M,New
CUST_01299,2024-04-09,Brazil,18,F,VIP
CUST_01300,2024-05-30,USA,32,F,At-Risk
CUST_01301,2023-01-24,Brazil,57,F,New
CUST_01302,2024-11-14,UK,32,F,New
CUST_01303,2023-02-07,UK,32,M,At-Risk
CUST_01304,2024-01-31,Brazil,34,F,VIP
CUST_01305,2024-06-01,UK,24,F,New
CUST_01306,2024-09-27,UK,18,M,Regular
CUST_01307,2024-06-05,UK,50,F,Regular
CUST_01308,2024-08-08,UK,18,F,Regular
CUST_01309,2023-09-05,Germany,40,F,New
CUST_01310,2024-08-17,Brazil,48,M,New
CUST_01311,2023-02-28,UK,20,F,Regular
CUST_01312,2024-10-15,Germany,26,M,VIP
CUST_01313,2024-02-04,France,52,F,At-Risk
CUST_01314,2024-08-19,USA,44,F,New
CUST_01315,2023-11-27,USA,30,F,VIP
CUST_01316,2024-04-14,Australia,52,M,New
CUST_01317,2024-01-20,Brazil,52,F,Regular
CUST_01318,2024-06-18,Germany,41,F,At-Risk
CUST_01319,2023-03-01,France,27,M,Regular
CUST_01320,2023-02-14,USA,33,F,New
CUST_01321,2023-06-30,Germany,41,F,New
CUST_01322,2023-04-27,Germany,35,F,Regular
CUST_01323,2024-09-28,Germany,49,M,VIP
CUST_01324,2023-06-10,UK,19,M,At-Risk
CUST_01325,2024-12-13,USA,20,F,VIP
CUST_01326,2023-09-03,USA,40,M,At-Risk
CUST_01327,2023-05-13,Australia,32,M,Regular
CUST_01328,2024-07-30,UK,30,F,At-Risk
CUST_01329,2024-04-25,UK,18,M,New
CUST_01330,2023-12-30,USA,38,F,At-Risk
CUST_01331,2024-02-10,USA,37,F,New
CUST_01332,2024-06-09,France,45,F,At-Risk
CUST_01333,2023-06-16,Germany,38,F,New
CUST_01334,2024-12-28,Germany,36,M,Regular
CUST_01335,2024-12-12,USA,52,M,Regular
CUST_01336,2024-04-19,Brazil,22,F,At-Risk
CUST_01337,2023-05-26,USA,44,M,VIP
CUST_01338,2024-05-11,USA,18,Other,New
CUST_01339,2023-02-22,UK,27,F,Regular
CUST_01340,2023-01-23,USA,23,M,New
CUST_01341,2023-07-08,USA,47,F,New
CUST_01342,2023-12-04,France,37,M,New
CUST_01343,2024-09-25,France,37,M,New
CUST_01344,2024-06-14,Canada,24,F,Regular
CUST_01345,2024-06-26,UK,34,F,At-Risk
CUST_01346,2023-11-07,USA,28,F,At-Risk
CUST_01347,2023-09-10,USA,42,M,New
CUST_01348,2023-09-28,Japan,26,M,New
CUST_01349,2024-12-21,Germany,53,M,New
CUST_01350,2023-01-30,France,18,M,New
CUST_01351,2024-09-24,USA,28,M,New
CUST_01352,2024-02-27,Germany,58,F,New
CUST_01353,2023-11-17,USA,32,F,Regular
CUST_01354,2024-06-13,Germany,22,M,Regular
CUST_01355,2023-12-22,Australia,40,M,Regular
CUST_01356,2024-09-29,Japan,32,F,New
CUST_01357,2024-10-19,Germany,27,F,Regular
CUST_01358,2023-11-04,UK,24,F,VIP
CUST_01359,2023-07-22,Australia,71,M,New
CUST_01360,2024-03-08,France,34,M,New
CUST_01361,2024-10-28,USA,18,F,New
CUST_01362,2023-06-03,UK,55,F,New
CUST_01363,2024-03-30,USA,45,F,Regular
CUST_01364,2024-04-06,UK,28,F,New
CUST_01365,2024-06-19,UK,26,M,Regular
CUST_01366,2023-04-07,Germany,46,M,New
CUST_01367,2024-06-06,UK,35,F,Regular
CUST_01368,2024-10-25,USA,18,M,New
CUST_01369,2023-05-12,Germany,59,F,Regular
CUST_01370,2023-06-23,Canada,32,M,New
CUST_01371,2024-12-10,France,55,M,New
CUST_01372,2023-05-13,USA,53,M,At-Risk
CUST_01373,2024-09-15,Australia,25,M,Regular
CUST_01374,2023-12-26,Australia,50,M,New
CUST_01375,2023-06-30,USA,30,F,Regular
CUST_01376,2024-09-27,USA,18,F,Regular
CUST_01377,2023-11-22,Brazil,32,M,Regular
CUST_01378,2024-01-11,Canada,42,M,Regular
CUST_01379,2023-09-20,Japan,32,Other,At-Risk
CUST_01380,2024-03-08,Canada,34,M,New
CUST_01381,2023-04-30,Germany,51,M,New
CUST_01382,2023-10-13,Germany,39,M,New
CUST_01383,2024-12-08,USA,27,F,VIP
CUST_01384,2023-07-08,USA,46,M,At-Risk
CUST_01385,2024-04-24,UK,40,F,VIP
CUST_01386,2023-08-26,France,18,M,VIP
CUST_01387,2024-07-18,Germany,43,M,At-Risk
CUST_01388,2023-04-06,Brazil,42,M,Regular
CUST_01389,2024-12-08,USA,38,F,VIP
CUST_01390,2023-11-28,Germany,48,F,At-Risk
CUST_01391,2023-06-22,USA,29,M,New
CUST_01392,2023-02-23,UK,42,M,Regular
CUST_01393,2023-05-04,Brazil,19,F,Regular
CUST_01394,2024-01-15,France,42,F,At-Risk
CUST_01395,2023-09-04,Japan,61,M,At-Risk
CUST_01396,2024-08-28,USA,26,F,VIP
CUST_01397,2023-11-11,UK,28,M,At-Risk
CUST_01398,2023-07-01,USA,29,M,Regular
CUST_01399,2024-03-26,UK,39,M,New
CUST_01400,2024-05-30,Canada,25,F,New
CUST_01401,2023-05-02,France,43,M,Regular
CUST_01402,2023-05-03,Canada,48,F,Regular
CUST_01403,2023-01-27,USA,44,F,Regular
CUST_01404,2024-06-21,Canada,18,F,Regular
CUST_01405,2024-04-29,USA,49,M,At-Risk
CUST_01406,2023-12-13,Canada,49,M,New
CUST_01407,2024-09-08,USA,47,Other,At-Risk
CUST_01408,2024-08-11,USA,42,F,At-Risk
CUST_01409,2024-03-03,Germany,40,F,Regular
CUST_01410,2024-09-25,Australia,50,M,Regular
CUST_01411,2023-05-31,USA,61,M,VIP
CUST_01412,2023-03-23,UK,26,F,Regular
CUST_01413,2023-07-16,Canada,50,M,New
CUST_01414,2023-02-11,UK,36,F,New
CUST_01415,2024-01-23,USA,36,M,New
CUST_01416,2024-11-14,UK,19,M,New
CUST_01417,2023-01-29,UK,34,M,New
CUST_01418,2023-03-31,Australia,26,M,New
CUST_01419,2023-11-27,Brazil,32,M,Regular
CUST_01420,2024-11-12,Germany,24,F,At-Risk
CUST_01421,2023-08-19,Japan,32,M,Regular
CUST_01422,2024-01-06,UK,33,M,At-Risk
CUST_01423,2023-01-31,USA,39,F,VIP
CUST_01424,2023-04-19,USA,18,M,Regular
CUST_01425,2024-12-21,UK,20,M,Regular
CUST_01426,2024-12-05,USA,42,F,New
CUST_01427,2023-01-04,Australia,28,F,VIP
CUST_01428,2024-11-25,Brazil,50,M,At-Risk
CUST_01429,2024-04-11,USA,40,M,Regular
CUST_01430,2024-09-25,Germany,45,F,New
CUST_01431,2023-11-28,Brazil,54,M,VIP
CUST_01432,2024-01-12,Australia,34,F,New
CUST_01433,2023-12-23,Canada,31,Other,New
CUST_01434,2024-05-01,Germany,48,F,VIP
CUST_01435,2023-04-12,Brazil,44,M,Regular
CUST_01436,2023-01-22,Germany,35,M,Regular
CUST_01437,2023-08-13,Germany,54,F,At-Risk
CUST_01438,2024-05-29,USA,35,M,Regular
CUST_01439,2023-05-28,USA,38,M,Regular
CUST_01440,2024-05-06,Germany,38,F,New
CUST_01441,2024-12-09,USA,26,M,New
CUST_01442,2023-03-10,USA,38,M,VIP
CUST_01443,2024-05-05,Brazil,54,F,Regular
CUST_01444,2023-11-20,USA,43,M,New
CUST_01445,2024-09-25,Germany,38,M,New
CUST_01446,2023-05-10,Germany,36,M,Regular
CUST_01447,2024-05-20,Japan,41,F,Regular
CUST_01448,2024-09-03,UK,46,M,Regular
CUST_01449,2024-11-20,USA,45,M,Regular
CUST_01450,2024-05-13,Germany,34,F,New
CUST_01451,2023-12-29,Canada,41,F,Regular
CUST_01452,2024-03-27,Japan,43,M,At-Risk
CUST_01453,2024-09-26,UK,25,F,New
CUST_01454,2024-02-21,USA,40,M,Regular
CUST_01455,2023-01-23,Australia,18,F,Regular
CUST_01456,2024-11-10,USA,43,M,Regular
CUST_01457,2024-05-18,Germany,45,M,New
CUST_01458,2024-05-08,UK,46,F,At-Risk
CUST_01459,2023-06-07,USA,33,M,Regular
CUST_01460,2024-04-25,USA,41,M,VIP
CUST_01461,2023-10-15,USA,55,M,New
CUST_01462,2024-04-20,France,54,F,Regular
CUST_01463,2023-03-19,Australia,37,M,VIP
CUST_01464,2024-04-25,USA,39,M,New
CUST_01465,2024-12-30,Brazil,51,M,New
CUST_01466,2023-02-05,USA,19,M,Regular
CUST_01467,2024-12-14,Germany,34,M,New
CUST_01468,2023-10-25,USA,54,M,Regular
CUST_01469,2024-09-27,Australia,49,M,New
CUST_01470,2024-07-25,Brazil,42,M,New
CUST_01471,2024-02-18,France,19,F,Regular
CUST_01472,2024-06-23,Canada,37,F,New
CUST_01473,2024-10-03,France,30,F,At-Risk
CUST_01474,2023-10-23,Japan,41,M,At-Risk
CUST_01475,2023-08-27,France,28,F,Regular
CUST_01476,2024-05-02,Australia,25,M,VIP
CUST_01477,2024-08-12,Germany,18,Other,At-Risk
CUST_01478,2024-07-10,USA,52,M,New
CUST_01479,2024-08-05,Germany,33,M,VIP
CUST_01480,2023-11-14,USA,39,M,New
CUST_01481,2024-08-20,Germany,37,M,Regular
CUST_01482,2023-03-29,UK,25,F,Regular
CUST_01483,2024-02-02,France,22,F,Regular
CUST_01484,2023-01-05,USA,25,Other,New
CUST_01485,2023-08-25,USA,29,F,New
CUST_01486,2023-09-25,UK,42,M,Regular
CUST_01487,2023-10-17,Australia,28,M,New
CUST_01488,2024-05-22,UK,58,Other,VIP
CUST_01489,2023-10-11,UK,50,F,Regular
CUST_01490,2023-11-24,France,47,F,New
CUST_01491,2023-06-23,Germany,36,M,New
CUST_01492,2023-09-30,USA,56,F,Regular
CUST_01493,2023-06-15,UK,35,F,Regular
CUST_01494,2023-02-23,USA,37,M,New
CUST_01495,2024-03-16,Japan,40,M,New
CUST_01496,2024-05-02,USA,46,M,New
CUST_01497,2024-03-28,UK,45,F,New
CUST_01498,2023-12-05,USA,32,M,Regular
CUST_01499,2023-10-05,USA,31,M,VIP
CUST_01500,2024-09-22,Brazil,45,M,Regular
CUST_01501,2024-01-14,USA,46,F,VIP
CUST_01502,2023-12-16,USA,33,M,New
CUST_01503,2023-01-19,UK,18,M,Regular
CUST_01504,2023-09-07,USA,35,F,Regular
CUST_01505,2023-10-05,USA,45,F,Regular
CUST_01506,2023-10-19,Brazil,59,M,Regular
CUST_01507,2024-02-28,Brazil,23,F,Regular
CUST_01508,2024-01-25,Australia,32,F,Regular
CUST_01509,2024-03-19,Canada,33,M,New
CUST_01510,2024-07-12,France,54,M,Regular
CUST_01511,2024-08-16,USA,37,F,Regular
CUST_01512,2024-06-08,Brazil,27,M,At-Risk
CUST_01513,2024-11-28,Canada,44,M,Regular
CUST_01514,2023-01-14,Brazil,33,F,Regular
CUST_01515,2023-05-23,Germany,23,F,Regular
CUST_01516,2023-01-06,USA,27,F,At-Risk
CUST_01517,2024-04-17,Canada,58,M,At-Risk
CUST_01518,2024-10-17,Brazil,42,F,VIP
CUST_01519,2023-06-27,Japan,39,M,Regular
CUST_01520,2024-11-07,USA,35,F,New
CUST_01521,2023-02-13,USA,41,F,Regular
CUST_01522,2024-11-13,USA,41,F,Regular
CUST_01523,2023-09-14,Brazil,41,M,VIP
CUST_01524,2023-03-16,USA,39,F,New
CUST_01525,2023-12-21,USA,48,F,Regular
CUST_01526,2023-07-07,Japan,38,F,New
CUST_01527,2023-07-27,USA,26,M,VIP
CUST_01528,2023-08-13,Canada,30,F,New
CUST_01529,2024-08-09,UK,18,M,Regular
CUST_01530,2024-01-29,Canada,62,F,New
CUST_01531,2023-08-16,Germany,48,F,New
CUST_01532,2024-03-21,Australia,28,M,Regular
CUST_01533,2024-06-06,Australia,34,M,New
CUST_01534,2023-07-19,USA,30,M,Regular
CUST_01535,2023-10-29,USA,56,F,At-Risk
CUST_01536,2023-03-30,USA,20,M,At-Risk
CUST_01537,2023-05-13,France,39,M,New
CUST_01538,2024-05-12,Canada,36,F,VIP
CUST_01539,2023-05-13,UK,47,M,New
CUST_01540,2024-01-19,Germany,36,M,At-Risk
CUST_01541,2024-06-01,USA,18,F,VIP
CUST_01542,2023-03-20,Brazil,34,M,New
CUST_01543,2024-02-19,Japan,26,M,Regular
CUST_01544,2023-07-07,USA,38,M,New
CUST_01545,2024-12-03,UK,55,F,VIP
CUST_01546,2023-12-19,USA,18,F,Regular
CUST_01547,2024-08-11,Germany,28,M,Regular
CUST_01548,2024-02-06,Germany,31,M,Regular
CUST_01549,2023-02-01,USA,33,M,At-Risk
CUST_01550,2024-04-07,UK,46,F,At-Risk
CUST_01551,2024-11-25,USA,35,M,Regular
CUST_01552,2024-03-15,Germany,42,F,Regular
CUST_01553,2024-08-21,Germany,30,M,VIP
CUST_01554,2024-10-07,USA,40,F,At-Risk
CUST_01555,2023-06-16,Brazil,47,F,New
CUST_01556,2023-06-04,France,29,F,New
CUST_01557,2024-03-22,UK,47,M,New
CUST_01558,2023-10-28,USA,38,F,Regular
CUST_01559,2024-09-05,Brazil,50,M,New
CUST_01560,2024-10-19,Australia,35,M,Regular
CUST_01561,2023-09-15,USA,42,M,Regular
CUST_01562,2023-06-22,USA,37,F,Regular
CUST_01563,2024-07-23,USA,36,F,Regular
CUST_01564,2023-07-20,Germany,41,F,New
CUST_01565,2024-08-23,USA,44,F,At-Risk
CUST_01566,2023-11-06,UK,23,M,At-Risk
CUST_01567,2024-05-02,France,55,F,Regular
CUST_01568,2023-03-11,Germany,18,F,At-Risk
CUST_01569,2024-03-31,UK,29,F,New
CUST_01570,2023-11-26,UK,36,M,VIP
CUST_01571,2024-03-04,Germany,42,F,New
CUST_01572,2023-05-03,USA,56,F,Regular
CUST_01573,2024-06-21,USA,18,F,New
CUST_01574,2024-09-21,Canada,31,M,Regular
CUST_01575,2023-06-08,USA,18,F,New
CUST_01576,2023-03-11,France,38,F,Regular
CUST_01577,2023-01-18,Australia,41,M,New
CUST_01578,2024-04-13,USA,57,M,At-Risk
CUST_01579,2024-03-19,UK,39,M,Regular
CUST_01580,2024-02-04,Germany,50,F,New
CUST_01581,2023-06-19,Canada,45,M,New
CUST_01582,2023-10-13,Australia,32,M,VIP
CUST_01583,2024-03-09,Brazil,21,F,New
CUST_01584,2023-12-29,USA,41,F,Regular
CUST_01585,2024-12-22,France,20,M,Regular
CUST_01586,2023-04-10,UK,53,M,New
CUST_01587,2024-05-22,UK,36,F,New
CUST_01588,2023-10-23,USA,52,F,Regular
CUST_01589,2023-11-09,USA,32,M,New
CUST_01590,2024-06-07,Brazil,41,F,New
CUST_01591,2024-05-20,UK,40,M,New
CUST_01592,2024-12-24,USA,37,F,New
CUST_01593,2023-04-04,UK,32,M,New
CUST_01594,2023-03-18,Canada,42,M,At-Risk
CUST_01595,2024-06-12,Brazil,26,M,Regular
CUST_01596,2024-02-27,USA,23,M,VIP
CUST_01597,2023-07-20,USA,52,F,New
CUST_01598,2023-02-27,USA,46,F,New
CUST_01599,2023-03-04,Australia,38,F,VIP
CUST_01600,2024-10-14,Germany,57,M,Regular
CUST_01601,2023-05-21,Germany,34,M,New
CUST_01602,2023-08-25,Germany,53,M,Regular
CUST_01603,2023-06-15,UK,40,M,Regular
CUST_01604,2023-09-17,Brazil,25,F,VIP
CUST_01605,2023-02-20,Germany,60,M,New
CUST_01606,2024-01-14,USA,49,F,Regular
CUST_01607,2023-02-19,USA,36,F,Regular
CUST_01608,2024-08-07,Germany,46,M,At-Risk
CUST_01609,2023-06-20,Australia,33,F,VIP
CUST_01610,2024-01-30,USA,47,M,New
CUST_01611,2024-10-04,Canada,18,M,Regular
CUST_01612,2024-04-20,Brazil,25,F,VIP
CUST_01613,2024-01-25,USA,49,M,Regular
CUST_01614,2023-08-25,USA,35,M,VIP
CUST_01615,2023-09-01,USA,40,F,At-Risk
CUST_01616,2024-05-03,Brazil,21,M,New
CUST_01617,2024-12-26,USA,60,F,New
CUST_01618,2024-04-28,UK,52,M,VIP
CUST_01619,2024-02-12,Germany,35,M,New
CUST_01620,2024-06-17,Brazil,33,F,New
CUST_01621,2023-12-06,USA,50,F,Regular
CUST_01622,2023-02-13,UK,61,M,VIP
CUST_01623,2024-02-15,UK,49,M,New
CUST_01624,2024-11-30,Germany,64,F,Regular
CUST_01625,2023-05-08,Brazil,26,M,New
CUST_01626,2024-05-18,USA,28,F,New
CUST_01627,2023-05-27,Brazil,23,F,New
CUST_01628,2024-01-27,France,43,F,New
CUST_01629,2023-03-12,Germany,40,F,VIP
CUST_01630,2023-11-25,France,36,F,At-Risk
CUST_01631,2024-07-05,UK,47,F,VIP
CUST_01632,2023-09-11,USA,52,F,New
CUST_01633,2024-04-30,France,19,F,Regular
CUST_01634,2024-08-03,Germany,30,M,New
CUST_01635,2024-11-07,France,47,M,New
CUST_01636,2023-06-21,USA,32,F,Regular
CUST_01637,2023-10-19,Australia,28,F,Regular
CUST_01638,2023-04-22,Germany,50,M,New
CUST_01639,2024-12-25,USA,22,M,New
CUST_01640,2024-11-07,UK,34,F,At-Risk
CUST_01641,2024-01-30,Brazil,41,F,Regular
CUST_01642,2024-09-06,Brazil,31,M,At-Risk
CUST_01643,2024-01-16,UK,47,F,At-Risk
CUST_01644,2024-03-31,Canada,31,Other,Regular
CUST_01645,2023-03-07,USA,54,F,New
CUST_01646,2024-07-05,UK,36,F,VIP
CUST_01647,2023-04-04,Canada,46,M,New
CUST_01648,2024-08-26,Canada,46,F,New
CUST_01649,2024-07-24,France,30,F,VIP
CUST_01650,2024-06-01,Canada,18,F,Regular
CUST_01651,2023-01-27,USA,42,M,New
CUST_01652,2023-08-10,Canada,38,M,Regular
CUST_01653,2023-07-12,USA,44,M,Regular
CUST_01654,2023-09-20,USA,35,M,New
CUST_01655,2023-03-05,USA,32,F,New
CUST_01656,2024-11-14,UK,62,F,New
CUST_01657,2024-02-09,USA,20,F,New
CUST_01658,2023-08-12,USA,46,F,VIP
CUST_01659,2023-10-17,USA,31,M,Regular
CUST_01660,2023-11-23,USA,33,F,Regular
CUST_01661,2024-03-14,Germany,34,F,New
CUST_01662,2024-01-12,UK,28,F,New
CUST_01663,2024-11-02,USA,44,F,New
CUST_01664,2023-12-29,Brazil,54,F,New
CUST_01665,2024-12-25,Canada,43,F,New
CUST_01666,2024-09-13,Brazil,39,M,Regular
CUST_01667,2023-06-02,USA,26,F,New
CUST_01668,2024-11-10,Brazil,44,F,VIP
CUST_01669,2023-03-26,USA,63,M,VIP
CUST_01670,2024-08-19,USA,33,F,Regular
CUST_01671,2023-10-05,USA,33,F,New
CUST_01672,2024-10-02,Brazil,31,F,At-Risk
CUST_01673,2024-09-25,USA,32,F,At-Risk
CUST_01674,2024-08-11,USA,18,F,New
CUST_01675,2024-07-30,USA,42,M,Regular
CUST_01676,2023-08-11,Canada,27,M,VIP
CUST_01677,2023-03-01,France,18,F,Regular
CUST_01678,2023-10-22,USA,47,F,New
CUST_01679,2023-05-07,Germany,25,F,Regular
CUST_01680,2024-05-22,Germany,33,M,Regular
CUST_01681,2023-09-10,France,55,M,Regular
CUST_01682,2024-12-13,USA,21,F,At-Risk
CUST_01683,2024-04-12,Canada,19,M,Regular
CUST_01684,2024-08-23,USA,41,F,New
CUST_01685,2023-04-07,France,51,F,Regular
CUST_01686,2024-09-21,USA,19,F,Regular
CUST_01687,2024-11-04,UK,42,M,New
CUST_01688,2023-12-22,UK,44,F,New
CUST_01689,2024-03-18,Germany,18,F,At-Risk
CUST_01690,2024-07-12,USA,47,M,Regular
CUST_01691,2023-05-08,Brazil,48,M,New
CUST_01692,2024-01-02,USA,34,M,New
CUST_01693,2023-10-19,France,53,M,Regular
CUST_01694,2023-04-17,Brazil,51,F,Regular
CUST_01695,2023-09-26,Germany,39,F,New
CUST_01696,2023-02-19,Brazil,32,Other,Regular
CUST_01697,2023-01-19,France,26,F,New
CUST_01698,2023-04-09,UK,37,F,New
CUST_01699,2024-12-04,Brazil,44,M,Regular
CUST_01700,2024-02-06,USA,34,F,New
CUST_01701,2024-12-06,Germany,18,F,At-Risk
CUST_01702,2023-11-12,Brazil,53,F,New
CUST_01703,2023-08-16,UK,40,F,Regular
CUST_01704,2024-01-05,USA,33,F,New
CUST_01705,2023-11-17,UK,48,F,New
CUST_01706,2023-03-19,Brazil,56,F,VIP
CUST_01707,2024-04-12,Australia,18,M,Regular
CUST_01708,2023-06-07,Germany,43,F,Regular
CUST_01709,2024-03-28,France,20,F,Regular
CUST_01710,2024-04-19,Australia,43,M,Regular
CUST_01711,2023-04-21,USA,39,M,VIP
CUST_01712,2023-02-14,USA,45,F,Regular
CUST_01713,2024-07-23,France,32,M,Regular
CUST_01714,2023-12-02,Canada,18,M,VIP
CUST_01715,2023-02-12,Canada,32,F,At-Risk
CUST_01716,2024-12-27,UK,42,F,New
CUST_01717,2023-02-12,USA,50,F,Regular
CUST_01718,2024-05-22,UK,23,M,New
CUST_01719,2024-12-19,USA,50,M,New
CUST_01720,2023-06-24,USA,30,M,Regular
CUST_01721,2023-04-14,Brazil,42,M,VIP
CUST_01722,2023-03-30,USA,31,M,Regular
CUST_01723,2023-08-10,Canada,40,Other,Regular
CUST_01724,2023-03-15,UK,48,F,New
CUST_01725,2024-05-20,Germany,23,M,Regular
CUST_01726,2023-02-15,USA,29,M,At-Risk
CUST_01727,2024-01-07,USA,40,F,New
CUST_01728,2024-12-28,USA,66,F,New
CUST_01729,2024-08-17,Japan,27,M,Regular
CUST_01730,2024-03-25,Brazil,62,F,Regular
CUST_01731,2023-08-12,UK,62,M,Regular
CUST_01732,2024-03-31,USA,36,M,Regular
CUST_01733,2024-01-20,Australia,34,M,Regular
CUST_01734,2023-11-08,USA,29,F,New
CUST_01735,2023-04-06,USA,37,M,VIP
CUST_01736,2024-10-09,Germany,21,M,New
CUST_01737,2023-11-25,Australia,37,M,New
CUST_01738,2023-05-23,USA,55,F,Regular
CUST_01739,2023-09-26,USA,30,M,VIP
CUST_01740,2023-10-30,Australia,35,M,VIP
CUST_01741,2024-08-27,USA,18,M,Regular
CUST_01742,2024-06-19,USA,42,M,New
CUST_01743,2024-07-15,Germany,41,F,New
CUST_01744,2023-01-09,Canada,38,M,New
CUST_01745,2023-10-31,UK,35,M,At-Risk
CUST_01746,2023-12-18,Japan,34,F,At-Risk
CUST_01747,2023-01-15,France,44,M,At-Risk
CUST_01748,2023-07-09,USA,37,M,New
CUST_01749,2024-07-09,Japan,41,M,Regular
CUST_01750,2023-04-11,UK,40,F,Regular
CUST_01751,2024-01-26,USA,51,F,Regular
CUST_01752,2023-06-07,Germany,46,F,Regular
CUST_01753,2023-01-09,USA,40,F,VIP
CUST_01754,2023-06-26,USA,56,Other,New
CUST_01755,2024-12-13,USA,43,F,New
CUST_01756,2024-08-08,UK,53,F,New
CUST_01757,2024-12-01,Canada,45,M,New
CUST_01758,2023-12-23,Germany,18,M,New
CUST_01759,2023-03-22,Japan,53,F,New
CUST_01760,2024-02-05,USA,39,Other,New
CUST_01761,2023-11-28,USA,37,M,Regular
CUST_01762,2024-09-08,USA,41,F,At-Risk
CUST_01763,2023-03-13,USA,33,F,VIP
CUST_01764,2023-12-23,USA,40,M,New
CUST_01765,2023-04-20,Brazil,30,M,New
CUST_01766,2023-08-26,Australia,53,F,New
CUST_01767,2024-06-22,Japan,36,M,At-Risk
CUST_01768,2023-12-14,USA,33,F,Regular
CUST_01769,2023-10-02,Canada,26,F,New
CUST_01770,2023-10-15,USA,41,F,VIP
CUST_01771,2023-12-02,USA,40,M,New
CUST_01772,2024-07-27,Canada,42,F,At-Risk
CUST_01773,2024-10-13,France,25,M,New
CUST_01774,2024-11-28,USA,18,M,New
CUST_01775,2024-07-28,UK,45,F,Regular
CUST_01776,2023-08-19,USA,55,M,At-Risk
CUST_01777,2024-05-17,Brazil,25,M,At-Risk
CUST_01778,2023-11-16,UK,57,M,Regular
CUST_01779,2023-07-05,Japan,41,F,New
CUST_01780,2024-09-05,USA,37,M,Regular
CUST_01781,2023-01-29,UK,33,F,At-Risk
CUST_01782,2024-10-20,UK,21,F,Regular
CUST_01783,2023-12-03,Germany,49,F,VIP
CUST_01784,2024-04-10,USA,28,F,Regular
CUST_01785,2024-04-26,Brazil,28,M,Regular
CUST_01786,2024-10-15,Canada,49,M,Regular
CUST_01787,2024-04-09,Australia,18,M,Regular
CUST_01788,2024-03-24,Brazil,19,M,At-Risk
CUST_01789,2023-02-18,Canada,37,F,Regular
CUST_01790,2024-01-14,Germany,41,M,Regular
CUST_01791,2023-04-20,Canada,43,M,New
CUST_01792,2024-06-22,USA,34,F,New
CUST_01793,2024-01-09,UK,68,F,At-Risk
CUST_01794,2024-05-11,USA,35,F,New
CUST_01795,2023-01-31,UK,35,F,VIP
CUST_01796,2023-03-03,USA,28,F,Regular
CUST_01797,2024-06-06,Japan,39,F,VIP
CUST_01798,2023-02-22,USA,45,M,At-Risk
CUST_01799,2023-02-22,USA,52,Other,Regular
CUST_01800,2023-01-09,Germany,20,F,At-Risk
CUST_01801,2024-11-29,USA,35,M,New
CUST_01802,2024-06-22,USA,43,M,Regular
CUST_01803,2023-09-15,USA,45,F,VIP
CUST_01804,2023-08-05,UK,38,F,New
CUST_01805,2023-09-13,UK,44,M,Regular
CUST_01806,2024-07-19,Brazil,28,M,VIP
CUST_01807,2024-04-27,Brazil,56,F,VIP
CUST_01808,2023-05-16,UK,49,F,New
CUST_01809,2023-05-08,USA,21,M,Regular
CUST_01810,2023-03-13,USA,25,M,New
CUST_01811,2024-04-27,Brazil,25,F,Regular
CUST_01812,2024-07-11,USA,46,M,Regular
